id,Height,Diameter,LeafArea,FreshWeightShoot,Variety,DryWeightShoot,_original_id
540,11.0,22.0,1614.9,112.0,Lugano,5.76,89
541,12.0,24.0,2253.3,135.0,Lugano,6.33,90
542,12.0,24.0,2253.3,135.0,Lugano,6.33,90
543,12.0,24.0,2253.3,135.0,Lugano,6.33,90
544,12.0,24.0,2253.3,135.0,Lugano,6.33,90
545,12.0,24.0,2253.3,135.0,Lugano,6.33,90
546,12.0,24.0,2253.3,135.0,Lugano,6.33,90
547,13.0,22.0,2063.3,141.0,Lugano,6.42,91
548,13.0,22.0,2063.3,141.0,Lugano,6.42,91
549,13.0,22.0,2063.3,141.0,Lugano,6.42,91
550,13.0,22.0,2063.3,141.0,Lugano,6.42,91
551,13.0,22.0,2063.3,141.0,Lugano,6.42,91
552,13.0,22.0,2063.3,141.0,Lugano,6.42,91
553,16.0,25.0,2705.0,240.0,Lugano,9.48,92
554,16.0,25.0,2705.0,240.0,Lugano,9.48,92
555,16.0,25.0,2705.0,240.0,Lugano,9.48,92
556,16.0,25.0,2705.0,240.0,Lugano,9.48,92
557,16.0,25.0,2705.0,240.0,Lugano,9.48,92
558,16.0,25.0,2705.0,240.0,Lugano,9.48,92
565,16.4,24.0,2715.4,193.1,Lugano,9.31,94
566,16.4,24.0,2715.4,193.1,Lugano,9.31,94
567,16.4,24.0,2715.4,193.1,Lugano,9.31,94
568,16.4,24.0,2715.4,193.1,Lugano,9.31,94
569,16.4,24.0,2715.4,193.1,Lugano,9.31,94
570,16.4,24.0,2715.4,193.1,Lugano,9.31,94
571,17.0,20.0,2612.8,179.9,Lugano,6.6,95
572,17.0,20.0,2612.8,179.9,Lugano,6.6,95
573,17.0,20.0,2612.8,179.9,Lugano,6.6,95
574,17.0,20.0,2612.8,179.9,Lugano,6.6,95
575,17.0,20.0,2612.8,179.9,Lugano,6.6,95
576,17.0,20.0,2612.8,179.9,Lugano,6.6,95
583,14.8,23.1,3278.3,173.6,Lugano,7.54,97
584,14.8,23.1,3278.3,173.6,Lugano,7.54,97
585,14.8,23.1,3278.3,173.6,Lugano,7.54,97
586,14.8,23.1,3278.3,173.6,Lugano,7.54,97
587,14.8,23.1,3278.3,173.6,Lugano,7.54,97
588,14.8,23.1,3278.3,173.6,Lugano,7.54,97
589,17.0,24.0,3319.3,318.4,Lugano,12.65,98
590,17.0,24.0,3319.3,318.4,Lugano,12.65,98
591,17.0,24.0,3319.3,318.4,Lugano,12.65,98
592,17.0,24.0,3319.3,318.4,Lugano,12.65,98
593,17.0,24.0,3319.3,318.4,Lugano,12.65,98
594,17.0,24.0,3319.3,318.4,Lugano,12.65,98
595,18.0,27.5,3143.7,320.1,Lugano,11.84,99
596,18.0,27.5,3143.7,320.1,Lugano,11.84,99
597,18.0,27.5,3143.7,320.1,Lugano,11.84,99
598,18.0,27.5,3143.7,320.1,Lugano,11.84,99
599,18.0,27.5,3143.7,320.1,Lugano,11.84,99
600,18.0,27.5,3143.7,320.1,Lugano,11.84,99
601,17.0,26.0,3065.1,318.4,Lugano,12.66,100
602,17.0,26.0,3065.1,318.4,Lugano,12.66,100
603,17.0,26.0,3065.1,318.4,Lugano,12.66,100
604,17.0,26.0,3065.1,318.4,Lugano,12.66,100
605,17.0,26.0,3065.1,318.4,Lugano,12.66,100
606,17.0,26.0,3065.1,318.4,Lugano,12.66,100
613,16.0,27.0,2741.1,282.8,Lugano,10.67,102
614,16.0,27.0,2741.1,282.8,Lugano,10.67,102
615,16.0,27.0,2741.1,282.8,Lugano,10.67,102
616,16.0,27.0,2741.1,282.8,Lugano,10.67,102
617,16.0,27.0,2741.1,282.8,Lugano,10.67,102
618,16.0,27.0,2741.1,282.8,Lugano,10.67,102
619,17.0,26.0,2476.6,221.5,Lugano,8.29,103
620,17.0,26.0,2476.6,221.5,Lugano,8.29,103
621,17.0,26.0,2476.6,221.5,Lugano,8.29,103
622,17.0,26.0,2476.6,221.5,Lugano,8.29,103
623,17.0,26.0,2476.6,221.5,Lugano,8.29,103
624,17.0,26.0,2476.6,221.5,Lugano,8.29,103
631,15.0,30.0,5069.1,315.8,Lugano,12.95,105
632,15.0,30.0,5069.1,315.8,Lugano,12.95,105
633,15.0,30.0,5069.1,315.8,Lugano,12.95,105
634,15.0,30.0,5069.1,315.8,Lugano,12.95,105
635,15.0,30.0,5069.1,315.8,Lugano,12.95,105
636,15.0,30.0,5069.1,315.8,Lugano,12.95,105
637,15.0,29.0,3646.3,300.0,Lugano,11.24,106
638,15.0,29.0,3646.3,300.0,Lugano,11.24,106
639,15.0,29.0,3646.3,300.0,Lugano,11.24,106
640,15.0,29.0,3646.3,300.0,Lugano,11.24,106
641,15.0,29.0,3646.3,300.0,Lugano,11.24,106
642,15.0,29.0,3646.3,300.0,Lugano,11.24,106
643,16.5,29.0,3095.6,284.4,Lugano,9.44,107
644,16.5,29.0,3095.6,284.4,Lugano,9.44,107
645,16.5,29.0,3095.6,284.4,Lugano,9.44,107
646,16.5,29.0,3095.6,284.4,Lugano,9.44,107
647,16.5,29.0,3095.6,284.4,Lugano,9.44,107
648,16.5,29.0,3095.6,284.4,Lugano,9.44,107
655,16.5,29.0,4062.0,392.0,Lugano,12.68,109
656,16.5,29.0,4062.0,392.0,Lugano,12.68,109
657,16.5,29.0,4062.0,392.0,Lugano,12.68,109
658,16.5,29.0,4062.0,392.0,Lugano,12.68,109
659,16.5,29.0,4062.0,392.0,Lugano,12.68,109
660,16.5,29.0,4062.0,392.0,Lugano,12.68,109
661,18.0,27.0,3208.4,311.0,Lugano,10.89,110
662,18.0,27.0,3208.4,311.0,Lugano,10.89,110
663,18.0,27.0,3208.4,311.0,Lugano,10.89,110
664,18.0,27.0,3208.4,311.0,Lugano,10.89,110
665,18.0,27.0,3208.4,311.0,Lugano,10.89,110
666,18.0,27.0,3208.4,311.0,Lugano,10.89,110
667,17.0,26.0,3571.3,355.4,Lugano,12.36,111
668,17.0,26.0,3571.3,355.4,Lugano,12.36,111
669,17.0,26.0,3571.3,355.4,Lugano,12.36,111
670,17.0,26.0,3571.3,355.4,Lugano,12.36,111
671,17.0,26.0,3571.3,355.4,Lugano,12.36,111
672,17.0,26.0,3571.3,355.4,Lugano,12.36,111
685,7.7,20.0,260.2,7.3,Salanova,0.88,114
686,7.7,20.0,260.2,7.3,Salanova,0.88,114
687,7.7,20.0,260.2,7.3,Salanova,0.88,114
688,7.7,20.0,260.2,7.3,Salanova,0.88,114
689,7.7,20.0,260.2,7.3,Salanova,0.88,114
690,7.7,20.0,260.2,7.3,Salanova,0.88,114
691,6.5,18.6,161.8,4.5,Salanova,0.6,115
692,6.5,18.6,161.8,4.5,Salanova,0.6,115
693,6.5,18.6,161.8,4.5,Salanova,0.6,115
694,6.5,18.6,161.8,4.5,Salanova,0.6,115
695,6.5,18.6,161.8,4.5,Salanova,0.6,115
696,6.5,18.6,161.8,4.5,Salanova,0.6,115
697,7.0,19.5,188.8,5.5,Salanova,0.65,116
698,7.0,19.5,188.8,5.5,Salanova,0.65,116
699,7.0,19.5,188.8,5.5,Salanova,0.65,116
700,7.0,19.5,188.8,5.5,Salanova,0.65,116
701,7.0,19.5,188.8,5.5,Salanova,0.65,116
702,7.0,19.5,188.8,5.5,Salanova,0.65,116
703,7.5,19.4,242.7,7.4,Salanova,0.64,117
704,7.5,19.4,242.7,7.4,Salanova,0.64,117
705,7.5,19.4,242.7,7.4,Salanova,0.64,117
706,7.5,19.4,242.7,7.4,Salanova,0.64,117
707,7.5,19.4,242.7,7.4,Salanova,0.64,117
708,7.5,19.4,242.7,7.4,Salanova,0.64,117
721,8.6,17.2,140.8,3.9,Salanova,0.46,120
722,8.6,17.2,140.8,3.9,Salanova,0.46,120
723,8.6,17.2,140.8,3.9,Salanova,0.46,120
724,8.6,17.2,140.8,3.9,Salanova,0.46,120
725,8.6,17.2,140.8,3.9,Salanova,0.46,120
726,8.6,17.2,140.8,3.9,Salanova,0.46,120
727,6.8,18.5,520.1,16.4,Salanova,1.22,121
728,6.8,18.5,520.1,16.4,Salanova,1.22,121
729,6.8,18.5,520.1,16.4,Salanova,1.22,121
730,6.8,18.5,520.1,16.4,Salanova,1.22,121
731,6.8,18.5,520.1,16.4,Salanova,1.22,121
732,6.8,18.5,520.1,16.4,Salanova,1.22,121
733,5.4,17.4,412.3,12.5,Salanova,1.01,122
734,5.4,17.4,412.3,12.5,Salanova,1.01,122
735,5.4,17.4,412.3,12.5,Salanova,1.01,122
736,5.4,17.4,412.3,12.5,Salanova,1.01,122
737,5.4,17.4,412.3,12.5,Salanova,1.01,122
738,5.4,17.4,412.3,12.5,Salanova,1.01,122
739,7.3,22.1,578.5,18.8,Salanova,1.31,123
740,7.3,22.1,578.5,18.8,Salanova,1.31,123
741,7.3,22.1,578.5,18.8,Salanova,1.31,123
742,7.3,22.1,578.5,18.8,Salanova,1.31,123
743,7.3,22.1,578.5,18.8,Salanova,1.31,123
744,7.3,22.1,578.5,18.8,Salanova,1.31,123
745,5.7,21.5,620.8,21.1,Salanova,1.76,124
746,5.7,21.5,620.8,21.1,Salanova,1.76,124
747,5.7,21.5,620.8,21.1,Salanova,1.76,124
748,5.7,21.5,620.8,21.1,Salanova,1.76,124
749,5.7,21.5,620.8,21.1,Salanova,1.76,124
750,5.7,21.5,620.8,21.1,Salanova,1.76,124
769,7.8,17.0,330.6,10.3,Salanova,0.93,128
770,7.8,17.0,330.6,10.3,Salanova,0.93,128
771,7.8,17.0,330.6,10.3,Salanova,0.93,128
772,7.8,17.0,330.6,10.3,Salanova,0.93,128
773,7.8,17.0,330.6,10.3,Salanova,0.93,128
774,7.8,17.0,330.6,10.3,Salanova,0.93,128
775,6.5,24.5,773.2,27.3,Salanova,1.91,129
776,6.5,24.5,773.2,27.3,Salanova,1.91,129
777,6.5,24.5,773.2,27.3,Salanova,1.91,129
778,6.5,24.5,773.2,27.3,Salanova,1.91,129
779,6.5,24.5,773.2,27.3,Salanova,1.91,129
780,6.5,24.5,773.2,27.3,Salanova,1.91,129
781,11.3,24.2,1721.5,63.2,Salanova,3.75,130
782,11.3,24.2,1721.5,63.2,Salanova,3.75,130
783,11.3,24.2,1721.5,63.2,Salanova,3.75,130
784,11.3,24.2,1721.5,63.2,Salanova,3.75,130
785,11.3,24.2,1721.5,63.2,Salanova,3.75,130
786,11.3,24.2,1721.5,63.2,Salanova,3.75,130
787,11.0,23.1,928.8,33.5,Salanova,2.11,131
788,11.0,23.1,928.8,33.5,Salanova,2.11,131
789,11.0,23.1,928.8,33.5,Salanova,2.11,131
790,11.0,23.1,928.8,33.5,Salanova,2.11,131
791,11.0,23.1,928.8,33.5,Salanova,2.11,131
792,11.0,23.1,928.8,33.5,Salanova,2.11,131
793,11.3,27.2,1466.6,55.2,Salanova,3.09,132
794,11.3,27.2,1466.6,55.2,Salanova,3.09,132
795,11.3,27.2,1466.6,55.2,Salanova,3.09,132
796,11.3,27.2,1466.6,55.2,Salanova,3.09,132
797,11.3,27.2,1466.6,55.2,Salanova,3.09,132
798,11.3,27.2,1466.6,55.2,Salanova,3.09,132
799,11.3,28.5,1866.7,73.5,Salanova,3.86,133
800,11.3,28.5,1866.7,73.5,Salanova,3.86,133
801,11.3,28.5,1866.7,73.5,Salanova,3.86,133
802,11.3,28.5,1866.7,73.5,Salanova,3.86,133
803,11.3,28.5,1866.7,73.5,Salanova,3.86,133
804,11.3,28.5,1866.7,73.5,Salanova,3.86,133
805,12.5,24.5,1554.8,56.0,Salanova,2.96,134
806,12.5,24.5,1554.8,56.0,Salanova,2.96,134
807,12.5,24.5,1554.8,56.0,Salanova,2.96,134
808,12.5,24.5,1554.8,56.0,Salanova,2.96,134
809,12.5,24.5,1554.8,56.0,Salanova,2.96,134
810,12.5,24.5,1554.8,56.0,Salanova,2.96,134
811,12.1,24.6,1674.7,60.3,Salanova,3.38,135
812,12.1,24.6,1674.7,60.3,Salanova,3.38,135
813,12.1,24.6,1674.7,60.3,Salanova,3.38,135
814,12.1,24.6,1674.7,60.3,Salanova,3.38,135
815,12.1,24.6,1674.7,60.3,Salanova,3.38,135
816,12.1,24.6,1674.7,60.3,Salanova,3.38,135
817,13.1,25.0,1115.5,47.2,Salanova,2.41,136
818,13.1,25.0,1115.5,47.2,Salanova,2.41,136
819,13.1,25.0,1115.5,47.2,Salanova,2.41,136
820,13.1,25.0,1115.5,47.2,Salanova,2.41,136
821,13.1,25.0,1115.5,47.2,Salanova,2.41,136
822,13.1,25.0,1115.5,47.2,Salanova,2.41,136
829,12.5,27.1,1769.8,60.4,Salanova,3.71,138
830,12.5,27.1,1769.8,60.4,Salanova,3.71,138
831,12.5,27.1,1769.8,60.4,Salanova,3.71,138
832,12.5,27.1,1769.8,60.4,Salanova,3.71,138
833,12.5,27.1,1769.8,60.4,Salanova,3.71,138
834,12.5,27.1,1769.8,60.4,Salanova,3.71,138
835,9.8,25.3,1451.8,57.6,Salanova,0.36,139
836,9.8,25.3,1451.8,57.6,Salanova,0.36,139
837,9.8,25.3,1451.8,57.6,Salanova,0.36,139
838,9.8,25.3,1451.8,57.6,Salanova,0.36,139
839,9.8,25.3,1451.8,57.6,Salanova,0.36,139
840,9.8,25.3,1451.8,57.6,Salanova,0.36,139
841,10.0,23.0,1445.9,55.0,Salanova,3.88,140
842,10.0,23.0,1445.9,55.0,Salanova,3.88,140
843,10.0,23.0,1445.9,55.0,Salanova,3.88,140
844,10.0,23.0,1445.9,55.0,Salanova,3.88,140
845,10.0,23.0,1445.9,55.0,Salanova,3.88,140
846,10.0,23.0,1445.9,55.0,Salanova,3.88,140
847,12.0,25.0,1568.2,64.0,Salanova,4.04,141
848,12.0,25.0,1568.2,64.0,Salanova,4.04,141
849,12.0,25.0,1568.2,64.0,Salanova,4.04,141
850,12.0,25.0,1568.2,64.0,Salanova,4.04,141
851,12.0,25.0,1568.2,64.0,Salanova,4.04,141
852,12.0,25.0,1568.2,64.0,Salanova,4.04,141
853,8.0,23.0,1822.1,60.0,Salanova,3.79,142
854,8.0,23.0,1822.1,60.0,Salanova,3.79,142
855,8.0,23.0,1822.1,60.0,Salanova,3.79,142
856,8.0,23.0,1822.1,60.0,Salanova,3.79,142
857,8.0,23.0,1822.1,60.0,Salanova,3.79,142
858,8.0,23.0,1822.1,60.0,Salanova,3.79,142
871,10.0,24.0,1928.0,74.0,Salanova,4.41,145
872,10.0,24.0,1928.0,74.0,Salanova,4.41,145
873,10.0,24.0,1928.0,74.0,Salanova,4.41,145
874,10.0,24.0,1928.0,74.0,Salanova,4.41,145
875,10.0,24.0,1928.0,74.0,Salanova,4.41,145
876,10.0,24.0,1928.0,74.0,Salanova,4.41,145
889,15.5,36.3,3855.3,164.3,Salanova,8.58,148
890,15.5,36.3,3855.3,164.3,Salanova,8.58,148
891,15.5,36.3,3855.3,164.3,Salanova,8.58,148
892,15.5,36.3,3855.3,164.3,Salanova,8.58,148
893,15.5,36.3,3855.3,164.3,Salanova,8.58,148
894,15.5,36.3,3855.3,164.3,Salanova,8.58,148
895,13.5,29.0,2893.2,116.5,Salanova,7.04,149
896,13.5,29.0,2893.2,116.5,Salanova,7.04,149
897,13.5,29.0,2893.2,116.5,Salanova,7.04,149
898,13.5,29.0,2893.2,116.5,Salanova,7.04,149
899,13.5,29.0,2893.2,116.5,Salanova,7.04,149
900,13.5,29.0,2893.2,116.5,Salanova,7.04,149
901,12.9,28.4,2593.7,128.7,Salanova,7.18,150
902,12.9,28.4,2593.7,128.7,Salanova,7.18,150
903,12.9,28.4,2593.7,128.7,Salanova,7.18,150
904,12.9,28.4,2593.7,128.7,Salanova,7.18,150
905,12.9,28.4,2593.7,128.7,Salanova,7.18,150
906,12.9,28.4,2593.7,128.7,Salanova,7.18,150
907,11.1,28.1,3979.1,186.0,Salanova,9.4,151
908,11.1,28.1,3979.1,186.0,Salanova,9.4,151
909,11.1,28.1,3979.1,186.0,Salanova,9.4,151
910,11.1,28.1,3979.1,186.0,Salanova,9.4,151
911,11.1,28.1,3979.1,186.0,Salanova,9.4,151
912,11.1,28.1,3979.1,186.0,Salanova,9.4,151
913,15.8,32.0,3089.2,133.2,Salanova,6.84,152
914,15.8,32.0,3089.2,133.2,Salanova,6.84,152
915,15.8,32.0,3089.2,133.2,Salanova,6.84,152
916,15.8,32.0,3089.2,133.2,Salanova,6.84,152
917,15.8,32.0,3089.2,133.2,Salanova,6.84,152
918,15.8,32.0,3089.2,133.2,Salanova,6.84,152
919,16.5,33.3,5001.9,207.5,Salanova,10.38,153
920,16.5,33.3,5001.9,207.5,Salanova,10.38,153
921,16.5,33.3,5001.9,207.5,Salanova,10.38,153
922,16.5,33.3,5001.9,207.5,Salanova,10.38,153
923,16.5,33.3,5001.9,207.5,Salanova,10.38,153
924,16.5,33.3,5001.9,207.5,Salanova,10.38,153
931,15.0,33.1,4006.5,128.3,Salanova,8.47,155
932,15.0,33.1,4006.5,128.3,Salanova,8.47,155
933,15.0,33.1,4006.5,128.3,Salanova,8.47,155
934,15.0,33.1,4006.5,128.3,Salanova,8.47,155
935,15.0,33.1,4006.5,128.3,Salanova,8.47,155
936,15.0,33.1,4006.5,128.3,Salanova,8.47,155
937,15.5,30.5,3694.1,197.7,Salanova,10.95,156
938,15.5,30.5,3694.1,197.7,Salanova,10.95,156
939,15.5,30.5,3694.1,197.7,Salanova,10.95,156
940,15.5,30.5,3694.1,197.7,Salanova,10.95,156
941,15.5,30.5,3694.1,197.7,Salanova,10.95,156
942,15.5,30.5,3694.1,197.7,Salanova,10.95,156
943,15.0,30.5,3928.0,207.7,Salanova,11.0,157
944,15.0,30.5,3928.0,207.7,Salanova,11.0,157
945,15.0,30.5,3928.0,207.7,Salanova,11.0,157
946,15.0,30.5,3928.0,207.7,Salanova,11.0,157
947,15.0,30.5,3928.0,207.7,Salanova,11.0,157
948,15.0,30.5,3928.0,207.7,Salanova,11.0,157
949,15.0,29.0,3986.3,220.9,Salanova,12.13,158
950,15.0,29.0,3986.3,220.9,Salanova,12.13,158
951,15.0,29.0,3986.3,220.9,Salanova,12.13,158
952,15.0,29.0,3986.3,220.9,Salanova,12.13,158
953,15.0,29.0,3986.3,220.9,Salanova,12.13,158
954,15.0,29.0,3986.3,220.9,Salanova,12.13,158
961,17.0,31.3,4964.8,254.6,Salanova,13.03,160
962,17.0,31.3,4964.8,254.6,Salanova,13.03,160
963,17.0,31.3,4964.8,254.6,Salanova,13.03,160
964,17.0,31.3,4964.8,254.6,Salanova,13.03,160
965,17.0,31.3,4964.8,254.6,Salanova,13.03,160
966,17.0,31.3,4964.8,254.6,Salanova,13.03,160
967,16.0,34.0,4143.9,216.6,Salanova,11.55,161
968,16.0,34.0,4143.9,216.6,Salanova,11.55,161
969,16.0,34.0,4143.9,216.6,Salanova,11.55,161
970,16.0,34.0,4143.9,216.6,Salanova,11.55,161
971,16.0,34.0,4143.9,216.6,Salanova,11.55,161
972,16.0,34.0,4143.9,216.6,Salanova,11.55,161
979,17.1,34.0,5194.0,259.4,Salanova,12.56,163
980,17.1,34.0,5194.0,259.4,Salanova,12.56,163
981,17.1,34.0,5194.0,259.4,Salanova,12.56,163
982,17.1,34.0,5194.0,259.4,Salanova,12.56,163
983,17.1,34.0,5194.0,259.4,Salanova,12.56,163
984,17.1,34.0,5194.0,259.4,Salanova,12.56,163
985,16.5,32.0,6365.0,324.1,Salanova,13.9,164
986,16.5,32.0,6365.0,324.1,Salanova,13.9,164
987,16.5,32.0,6365.0,324.1,Salanova,13.9,164
988,16.5,32.0,6365.0,324.1,Salanova,13.9,164
989,16.5,32.0,6365.0,324.1,Salanova,13.9,164
990,16.5,32.0,6365.0,324.1,Salanova,13.9,164
991,17.0,29.0,4112.6,240.1,Salanova,8.94,165
992,17.0,29.0,4112.6,240.1,Salanova,8.94,165
993,17.0,29.0,4112.6,240.1,Salanova,8.94,165
994,17.0,29.0,4112.6,240.1,Salanova,8.94,165
995,17.0,29.0,4112.6,240.1,Salanova,8.94,165
996,17.0,29.0,4112.6,240.1,Salanova,8.94,165
1003,15.4,39.2,4279.3,229.2,Salanova,11.69,167
1004,15.4,39.2,4279.3,229.2,Salanova,11.69,167
1005,15.4,39.2,4279.3,229.2,Salanova,11.69,167
1006,15.4,39.2,4279.3,229.2,Salanova,11.69,167
1007,15.4,39.2,4279.3,229.2,Salanova,11.69,167
1008,15.4,39.2,4279.3,229.2,Salanova,11.69,167
1009,17.0,33.0,5088.8,268.4,Salanova,12.11,168
1010,17.0,33.0,5088.8,268.4,Salanova,12.11,168
1011,17.0,33.0,5088.8,268.4,Salanova,12.11,168
1012,17.0,33.0,5088.8,268.4,Salanova,12.11,168
1013,17.0,33.0,5088.8,268.4,Salanova,12.11,168
1014,17.0,33.0,5088.8,268.4,Salanova,12.11,168
1021,13.6,22.5,3987.9,184.2,Salanova,10.42,170
1022,13.6,22.5,3987.9,184.2,Salanova,10.42,170
1023,13.6,22.5,3987.9,184.2,Salanova,10.42,170
1024,13.6,22.5,3987.9,184.2,Salanova,10.42,170
1025,13.6,22.5,3987.9,184.2,Salanova,10.42,170
1026,13.6,22.5,3987.9,184.2,Salanova,10.42,170
1027,18.0,35.2,4557.3,219.1,Salanova,11.51,171
1028,18.0,35.2,4557.3,219.1,Salanova,11.51,171
1029,18.0,35.2,4557.3,219.1,Salanova,11.51,171
1030,18.0,35.2,4557.3,219.1,Salanova,11.51,171
1031,18.0,35.2,4557.3,219.1,Salanova,11.51,171
1032,18.0,35.2,4557.3,219.1,Salanova,11.51,171
1033,15.0,32.3,4255.6,272.6,Salanova,13.48,172
1034,15.0,32.3,4255.6,272.6,Salanova,13.48,172
1035,15.0,32.3,4255.6,272.6,Salanova,13.48,172
1036,15.0,32.3,4255.6,272.6,Salanova,13.48,172
1037,15.0,32.3,4255.6,272.6,Salanova,13.48,172
1038,15.0,32.3,4255.6,272.6,Salanova,13.48,172
1039,8.2,12.0,80.6,2.6,Satine,0.14,173
1040,8.2,12.0,80.6,2.6,Satine,0.14,173
1041,8.2,12.0,80.6,2.6,Satine,0.14,173
1042,8.2,12.0,80.6,2.6,Satine,0.14,173
1043,8.2,12.0,80.6,2.6,Satine,0.14,173
1044,8.2,12.0,80.6,2.6,Satine,0.14,173
1045,8.5,8.2,67.4,2.1,Satine,0.1,174
1046,8.5,8.2,67.4,2.1,Satine,0.1,174
1047,8.5,8.2,67.4,2.1,Satine,0.1,174
1048,8.5,8.2,67.4,2.1,Satine,0.1,174
1049,8.5,8.2,67.4,2.1,Satine,0.1,174
1050,8.5,8.2,67.4,2.1,Satine,0.1,174
1051,7.5,9.5,65.0,2.0,Satine,0.09,175
1052,7.5,9.5,65.0,2.0,Satine,0.09,175
1053,7.5,9.5,65.0,2.0,Satine,0.09,175
1054,7.5,9.5,65.0,2.0,Satine,0.09,175
1055,7.5,9.5,65.0,2.0,Satine,0.09,175
1056,7.5,9.5,65.0,2.0,Satine,0.09,175
1057,6.5,14.4,135.7,5.0,Satine,0.48,176
1058,6.5,14.4,135.7,5.0,Satine,0.48,176
1059,6.5,14.4,135.7,5.0,Satine,0.48,176
1060,6.5,14.4,135.7,5.0,Satine,0.48,176
1061,6.5,14.4,135.7,5.0,Satine,0.48,176
1062,6.5,14.4,135.7,5.0,Satine,0.48,176
1063,8.8,10.3,191.2,7.3,Satine,0.5,177
1064,8.8,10.3,191.2,7.3,Satine,0.5,177
1065,8.8,10.3,191.2,7.3,Satine,0.5,177
1066,8.8,10.3,191.2,7.3,Satine,0.5,177
1067,8.8,10.3,191.2,7.3,Satine,0.5,177
1068,8.8,10.3,191.2,7.3,Satine,0.5,177
1075,7.0,13.5,161.0,6.2,Satine,0.45,179
1076,7.0,13.5,161.0,6.2,Satine,0.45,179
1077,7.0,13.5,161.0,6.2,Satine,0.45,179
1078,7.0,13.5,161.0,6.2,Satine,0.45,179
1079,7.0,13.5,161.0,6.2,Satine,0.45,179
1080,7.0,13.5,161.0,6.2,Satine,0.45,179
1081,7.2,13.1,119.5,3.9,Satine,0.28,180
1082,7.2,13.1,119.5,3.9,Satine,0.28,180
1083,7.2,13.1,119.5,3.9,Satine,0.28,180
1084,7.2,13.1,119.5,3.9,Satine,0.28,180
1085,7.2,13.1,119.5,3.9,Satine,0.28,180
1086,7.2,13.1,119.5,3.9,Satine,0.28,180
1093,6.0,12.0,161.6,6.0,Satine,0.43,182
1094,6.0,12.0,161.6,6.0,Satine,0.43,182
1095,6.0,12.0,161.6,6.0,Satine,0.43,182
1096,6.0,12.0,161.6,6.0,Satine,0.43,182
1097,6.0,12.0,161.6,6.0,Satine,0.43,182
1098,6.0,12.0,161.6,6.0,Satine,0.43,182
1099,7.0,10.6,138.1,4.6,Satine,0.37,183
1100,7.0,10.6,138.1,4.6,Satine,0.37,183
1101,7.0,10.6,138.1,4.6,Satine,0.37,183
1102,7.0,10.6,138.1,4.6,Satine,0.37,183
1103,7.0,10.6,138.1,4.6,Satine,0.37,183
1104,7.0,10.6,138.1,4.6,Satine,0.37,183
1105,7.0,16.0,598.7,23.0,Satine,1.28,184
1106,7.0,16.0,598.7,23.0,Satine,1.28,184
1107,7.0,16.0,598.7,23.0,Satine,1.28,184
1108,7.0,16.0,598.7,23.0,Satine,1.28,184
1109,7.0,16.0,598.7,23.0,Satine,1.28,184
1110,7.0,16.0,598.7,23.0,Satine,1.28,184
1117,7.5,18.1,452.3,23.2,Satine,1.36,186
1118,7.5,18.1,452.3,23.2,Satine,1.36,186
1119,7.5,18.1,452.3,23.2,Satine,1.36,186
1120,7.5,18.1,452.3,23.2,Satine,1.36,186
1121,7.5,18.1,452.3,23.2,Satine,1.36,186
1122,7.5,18.1,452.3,23.2,Satine,1.36,186
1123,8.4,17.0,538.2,22.3,Satine,1.36,187
1124,8.4,17.0,538.2,22.3,Satine,1.36,187
1125,8.4,17.0,538.2,22.3,Satine,1.36,187
1126,8.4,17.0,538.2,22.3,Satine,1.36,187
1127,8.4,17.0,538.2,22.3,Satine,1.36,187
1128,8.4,17.0,538.2,22.3,Satine,1.36,187
1129,8.8,19.1,606.7,26.4,Satine,1.48,188
1130,8.8,19.1,606.7,26.4,Satine,1.48,188
1131,8.8,19.1,606.7,26.4,Satine,1.48,188
1132,8.8,19.1,606.7,26.4,Satine,1.48,188
1133,8.8,19.1,606.7,26.4,Satine,1.48,188
1134,8.8,19.1,606.7,26.4,Satine,1.48,188
1135,7.8,18.3,735.8,35.5,Satine,2.12,189
1136,7.8,18.3,735.8,35.5,Satine,2.12,189
1137,7.8,18.3,735.8,35.5,Satine,2.12,189
1138,7.8,18.3,735.8,35.5,Satine,2.12,189
1139,7.8,18.3,735.8,35.5,Satine,2.12,189
1140,7.8,18.3,735.8,35.5,Satine,2.12,189
1141,8.5,18.1,492.4,22.3,Satine,1.29,190
1142,8.5,18.1,492.4,22.3,Satine,1.29,190
1143,8.5,18.1,492.4,22.3,Satine,1.29,190
1144,8.5,18.1,492.4,22.3,Satine,1.29,190
1145,8.5,18.1,492.4,22.3,Satine,1.29,190
1146,8.5,18.1,492.4,22.3,Satine,1.29,190
1147,8.7,20.1,714.4,31.2,Satine,1.76,191
1148,8.7,20.1,714.4,31.2,Satine,1.76,191
1149,8.7,20.1,714.4,31.2,Satine,1.76,191
1150,8.7,20.1,714.4,31.2,Satine,1.76,191
1151,8.7,20.1,714.4,31.2,Satine,1.76,191
1152,8.7,20.1,714.4,31.2,Satine,1.76,191
1153,12.0,21.6,1225.0,70.0,Satine,3.28,192
1154,12.0,21.6,1225.0,70.0,Satine,3.28,192
1155,12.0,21.6,1225.0,70.0,Satine,3.28,192
1156,12.0,21.6,1225.0,70.0,Satine,3.28,192
1157,12.0,21.6,1225.0,70.0,Satine,3.28,192
1158,12.0,21.6,1225.0,70.0,Satine,3.28,192
